rating,text
neutral, Location The pub is surrounded by trees and there is a lake adjacent to the pub Great car park with lots of space  Atmosphere The pub has a cosy atmosphere tastefully decorated with tapestry and paintings  Food The food is good and comes with generous portion  Service The service is mediocre I have to walk around and look for the menu myself  Price The food is reasonably priced With an average price of 18 per person for an evening meal 
neutral, Not knowing Bury St Edmunds we d asked for a recommendation for somewhere to dine at lunchtime and One Cannon Brewery was suggested It was good that food was still being served at 2 15 pm when we arrived A reasonable Rioja is served by the glass If I were a beer drinker I m sure that the ales produced on site would have been excellent  The food was ok but there was nothing outstanding though portion sizes were reasonable   
neutral, We were here in September before heading off to the town hall for a comedy night First time visitors The service was nice and friendly and were seated within minutes of arrival It was buffet night The food was in plentiful supply as you would expect The food itself was pleasant enough The pricing matched it You get what you pay for 
neutral,Having enjoyed food service and atmosphere on previous visits this time we were very disappointed Service was slow and occasionally forgetful  food was acceptable but not always very hot and it was generally very noisy making it difficult to chat It seems they have relaxed their standards a bit too far so unfortunately we are unlikely to return
neutral, Visited with a group of colleagues on a Thursday evening On entry we were shown to our pre-booked table with no fuss to be presented with a bewildering array of menus and flyers for various deals and offers to look through Thankfully some of the party had visited before and were able to guide we first-timers through the choices on offer  Our drinks order was taken quickly but they seemed to take an age to arrive which was odd since the place wasn t at all busy and sadly this set the pattern for the rest of the evening  We ordered starters and mains The starters took 35 minutes to arrive The food itself was average at best but perhaps this is to be expected from a chain There was another sizeable wait for the mains and when they arrived it was obvious that some of them had been sitting around under heat lamps for a while so the kitchen co-ordination was perhaps somewhat lacking The portion size of the mains was perhaps a little on the small side for the big eaters in the party but that s always a matter of personal opinion  Overall an average experience and if we hadn t been in a group with lots to talk about I think the slowness of the service would have been more of an issue On our experience this certainly isn t a place to go if you re in a hurry 
neutral, The menu limited but the food is good It s a handy place to stop for a meal if you are visiting Furness General Hospital Give it a go the food is at a reasonable price 
neutral, We visited the Devonshire on a Wednesday evening and having read so many positive reviews on TA was looking forward to eating here  Upon arrival I noticed an unpleasant odour in the restaurant it was hard to describe but certainly an organic smell While not untidy or overtly dirty it is my opinion that the eating area would benefit from a good clean the wall adjacent to our table was covered in food stains  The menu offers a decent variety of honest British food at reasonable prices On arrival the food is served in generous portions and is of an adequate standard  The serving staff were very pleasant helpful and friendly but the service a little on the slow side especially considering the restaurant was not busy  Not an awful experience but not good enough to encourage a return visit  
neutral, Our coffee and cakes were very nice with good portion sizes But it was slightly ruined by the noisy preparation of food and drinks in the nearby kitchen pay area e g blending of smoothies milkshakes etc 
neutral, Went simply becuase of the name and his past restaurants Never a good idea to rely on a name to give you the best experience especially when that person is not actually cooking Great location saw it in the daytime great views out to sea but we dined at night so no view which was ok Staff very welcoming and all very nice and experienced with good service Small restaurant perhaps 20 tables 4 which were empty all night  Very dissapointed in the decor basic white chairs which had been bought from a jumble sale job lot all shapes and sizes and had been hand-painted and now need a re-paint Basic cheap white tables In fact the whole place looked like it had been done on the cheap except the prices Bread came on a wooden platter but no side plates Very small menu and had a job choosing something we liked Sardine starter was bland Main course of sea bass was very good my wife said I had the Gooose which was also very good The pudding menu was not very appertising so we didn t have any The wine list printed on brown board was hard to read in the soft light but very little choice and on the expensive side as was a bottle of Hix beer We went out of our way to eat there and I wouldn t make the effort again much better and cheaper places to eat in Devon The price although fairly expensive wouldn t have been an issue if we had the WHOW factor but it was just a expensive evening meal 
neutral, It s simple By far the best beer in Paignton In frequent visits the staff have been both helpful and friendly But   the door staff  security  bouncer is rude and aggressive So much so we won t be returning Not even sure why Henry s have him at the door - your customers tend to be quiet types who like a good pint 
neutral, Not bad but not as good as it makes itself out to be Good service nice atmosphere disapointed with the food Pricy for what it was 
neutral, Dropped in for Sunday lunch  lovely garden area warm and cosy inside  lovely staff and great service sadly let down by rather bland Roast Beef  rather tasteless roast potatoes rather dry and again tasteless  Chef lets down what is otherwise a lovely place for a drink  or possibly more important the meat supplied is tasteless doesn t excuse dry tasting roast potatoes  
neutral,Several of the items on the main menu including the specials weren t available Had to go with fourth   choice Food was ok but menu is a bit repetitive after all this time and needs a revamp 
neutral, visited the Garden Centre only to use tyhe cafe which my memory served me from the past had been very good Had fish and chips which was considering the quality overpriced Service was good and the staff were friendly Pity the food wasn t as good as I remember 
neutral, This bar used to be a grotty estate pub but it has been bought out and had a makeover The owners are really trying have done the place up serve good food put on live music and extended the opening hours Please try it they deserve to succeed 
neutral,Food absolutely amazing We sat near the kitchen and marveled at what was coming out Some amazing venison lamb et al made it s way to our table Strong cocktails when we sat down as well Downside was service We had to ask for a wine list and for long periods of our lunch were ignored by the waiting staff 
neutral, Visit on a sunday afternoon it was very busy at time of visit 3 45pm  As our guests had not arrived by that time we partook in a drink service at the bar was efficient We were shown to our table in due course The menu was read bearing in mind that this is a Steakhouse not all the steaks were available Our order was taken with amendments which were agreed with the kitchen via the waitress There was a considerable wait before our meal was served not as ordered agreed I accept the resaurant was busy but no excuse to get order wrong DONOT dine here if you are in a hurry but that said the food itself was good Car park full and no parking on roadway double yellow lines alround 
neutral, Arrived at Restaurant at 9pm there were 7 of us I think the gentleman was a manager who served us short stocky man very abrupt we all thought we had done something to upset him Infact it turned out to be a joke We started to order the dished by number he quickly and very abruptly said we need names of dishes not numbers then we were scared to upset him any more he kept coming over to us asking us if we had finished the Bill came to 93 I asked him for a receipt he replied this receipt is for us I said I want to see what we have had he was very taken back If you want redness this is a good restaurant to come to The food was average nothing special the nan was good apart from that I don t think we will be revisiting 
neutral, This is basic functional food and served quickly  It was ok nothing flash but was good value for money  The service was good - the waitress was very attentive  Would we go again - probably yes if we wanted a quick burger 
neutral,Nice layout & decor throughout which lends itself to the character of the building Food can be a bit variable in quality which lets it down however
neutral, Party of 16 arrived for a Birthday celebration  orders taken  drinks arrived - Then a problem in the kitchen called for a complete evacuation - So we were unable to try the Ribs - Better luck next time 
neutral, My partner and I visited here on Thursday 26th September The food was excellent however this was spoiled by the rude staff and poor customer service As we were paying nearly 30 for our food and visiting Rick Steins we were expecting better I would recommend buying your food to take away save money plus no rude staff 
neutral, I stayed here for 2 nights The room was quite dated and slightly cold There was a portable heater available though The staff were pleasant The food was lovely and the breakfast a real surprise I was informed that the plans are to upgrade the rooms and also the Wi-Fi which I was unable to connect to in my room Overall a pleasant stay and with improvements this Hotel will be superb as it is on the doorstep of town 
neutral,not been there for a recently Customer service needs an upgrade there is 1 friendly middle aged chap Its right next to the bus when i get off from work and im always starving Late night venue Expect nothing special in customer service but pizzas fresh and tasty
neutral, Difficult to rate the restaurant in one word  Food excellent service bad We have been to San Carlo across the road many times Friends have urged to try Cicchetti - so we did arriving early 12 noon as suggested so it wasn t busy We had drinks and 3 starters which all appeared promptly in sequence - fine - but then I don t know what went wrong I had 3 glasses of a nice Sicilian red wine whilst waiting for the next course - our main course During the one hour that we waited occasional apologies were made for the delay Unfortunately we had other things to do in Manchester and it reached a point where we asked for the bill and were preparing to leave without having the main course This was enough as though by magic for the food to arrive We were offered drinks and coffee on the house to be fair but I am afraid time was pressing and we had to go Whilst I can understand that people like the atmosphere and the food I did get the feeling that perhaps regular customers were getting more attention than us Tables adjacent to us although arriving later ate and left before our main course arrived It is unfair to judge a place on one visit - they all have off days - but I feel that in the long term we will be happier across the road in the main restaurant Pity I am sure it s great fun with friends if you have the time 
neutral, Good value More of a quick Chinaton-like restaurant Food solid with nasi goreng and beef rendang etc Staff not too attentive but quick Can recommend if loo 
neutral, Noisy couldn t make ourselves heard Staff were fine and helpful but the food was not great With the choice of Japanese restaurants in London this one come well down my list Try Defune now that is good 
neutral, Very attentive staff Had a tasty burger and unlimited ultimate chips Good value for the money Had a large menu with good variety 
neutral, Food was good but had to ask twice for hot air to be switched on it was cold and radiators where not on It spoilt a lazy afternoon with our two grandchildren 
neutral, food was ok nothing more hard to determine what to order when the staff inform you of everything being the best on the street the manager often tries a hard sell on the door 
neutral,We were looking forward to this as it was advertising their carvery as superior The actual pub and restaurant had been done up very nicely the greeting was pleasant and the FOH staff polite Unfortunately that is really where the good finishes the carvery was on offer at an adult price or a childs price 4 cheaper than the adult but if you ordered the chicken the portion was the same size 1 2 a chicken When this was questioned we were told well we have only been open a couple of days and are still finding our feet All the Yorkshire puddings were burnt and the poor lad on the carvery was trying to cut the meat with blunt knives which even his steel could not put an edge on I can only say good luck to them and we will not be visiting again Being told at the door to pay at the bar and get your ticket then queue for your food and then find a table is not really the way forward Having been in catering a number of years you need to get 1 your margins right from the moment you start selling and 2 your customer service correct Superior this was not and if it carries on the way it was this Sunday I think it will also be shutting down again as you can get a similar meal after being seated at a number of other places in Gosport for a fair bit less 
neutral,The undeniably large selection of dishes on the menu card comes at a price Not in monetary terms but if you like fresh vegetables with your Sunday roast this is not the place for you Reasonable value for money but not the kind of cooking you d rave to your friends about Sometimes extremely noisy due to this being a meeting spot for groups going to away sports fixtures Sky Sports TV doesn t help as it s mainly soccer that they show 
neutral,Stopped Over for fireworks show just a little walk about 6mins from the beach Has a small bar attached to it Only down side is no free parking
neutral, We booked this restaurant in advance on the basis of the web page as one of our party wanted a seafood platter Legends offer a menu that covers most bases so a varied choice for the others The restaurant itself was comfortable but very noisy as it was full and it was too cold to sit outside The outside tables in the summer must be very pleasant with views across the bay On ordering we were advised it would be about a 30 minute wait as they were busy As they advertise their food as freshly cooked I could understand some waiting time However this ended up being a 45 minute wait for the meal far too long considering what we ordered was mostly pre-prepared anyway A seafood platter a burger and a hot rock steak  This is where the meal becomes divided the seafood platter was very tasty and well prepared and both the burger and the steak were very tasty Sue said it was the best steak she had ever tasted and she usually rates her meals on the vegetables However the salad accompaniment to the meals was an afterthought and the fries that came with the burger were just that out of a bag tasteless fries not the nice chunky chips you see on the web page and the new potato option was overcooked and watery After waiting that long for the meal I did not want to have to wait again for more potatoes so we ate what we could of them A shame as they were nice potatoes  All in all a nice gimmick with the hot rocks and care taken with the main ingredients but let down by a lack of attention to detail with the peripheries and the wait 
neutral,Been coming here over the years many times since it opened as we live walking distance around the corner Its clean staff smart and service of but the food is not right I held back writing this as thought the previous 2 meals were just so so and less than the norm but went again the other night and place was relatively quiet but food was just the same  For get the wooden boards and chips presented in wire mess  Its basic food that is overpriced  Really hope the new Toby opening focusses their mind because I think the building is great
neutral, Breathtaking view Clearly the selling point of Aqua Shard But 12 quid for a salad Seriously I wouldn t be willing to accept such a price even if the salad was twice the size and tastier which wasn t the case Nevertheless the place has a good vibe and is perfect for a romantic date 
neutral, A group of us visited this restaurant and the food was of good quality fresh and reasonably priced However the service was slow and we were made to feel as though we were an inconvenience 
neutral,The sushi was very good The environment amazing as far as decoration is consenerd A bit slow the service which was the only downside to it 
neutral, I have walked past Kench & Bibesy every single morning and evening since they opened on the 20th November Today was the first time they had a menu outside to help sell their wares  Three sandwiches @ 5 each and some soup @ similar  Roast pork with crackling Beef Brisket with mustard sauce Lamb - didn t read any further as I wanted some tasty brisket  Nice fast service from the very helpful waiter front of house Both myself self confessed foodie of all things meaty and my lunch partner good Jewish boy knows his brisket bother ordered the brisket and a coke  Firstly the venue is nice across the road from Smithfields market so no excuse to not have great produce The inside is very minimal but in a nice way compact tables which are big enough  All orders are from the chalk boards so maybe they change their menu on a regular basis On the tables we found a very long drinks menu on the pricey side for the area but some nice variations on cocktails  The food arrived really quick which when lunching in the city is essential the torpedo rolls were filled with a nice amount of beef a few leaves and nothing else There was talk of a mustard sauce and confirmation of a mustard sauce from the waiter front of house chap Such little taste we asked for English mustard to add some extra flavour  The problems here are as follows  The bun was far too dry for the amount of beef They need a much tastier cooking sauce to accompany the beef when you re cooking meat for a very long time you lose the taste of the meat somewhat and you have to rely on putting flavour into the sauce with the meat to keep the whole mixture tasty and enjoyable I don t think the meat was bad but it could have been SO much more flavoursome Once you have that sauce meat combo right you can put it on a dry sponge and people will eat it like it s their last meal On this occasion the bun was so dry that when it got wet from the cooking sauce it broke up so you finish the meal licking your fingers but not in the way I want to be licking my fingers  The situation with the meat could be turned around in a night if the kitchen choose another recipe for their brisket  However my major gripe is with the price of soft drinks There is no way on earth anywhere should be charging 3 05 for a small coke which was mainly ice This is not fair to customers and it is not the route a new restaurant wants to be going Yes 5 for a hot sandwich is good value in London and in fairness outside of London also By filling the restaurant with people hungry for GOOD hot sandwich fillings and charging 1 less for a coke they should be onto a winner  Hopefully they will sort these small problems out because I would like to eat there on a more regular basis as long as the meat and sauce is of a better quality taste and the price of a coke comes down to around the 2 mark  this place could pack out on a regular basis like the chinese restaurant that used to fill these walls but only if they pick up their game and put a bit more love into the quality of the brisket  The other meats could have been fantastic but with the brisket which is the wettest of the three feeling dry in that bun What must the others have been like I d urge people to try this place out as this is only two mens views Given more customers and more time to pick it up a bit and they might just be the next best thing in the area  p s they have a downstairs bar which is behind a secret wall and looks a little like a sex dungeon I d go back for that 
neutral, Went on a Saturday evening recently not booked and found it not too busy We were welcomed and shown to a table quite quickly  I had celeriac soup with three macadamia nuts which I could see poking through the soup such was the lack of depth It was very tasty but only just covered the bottom of the soup bowl so I finished it within no more than two minutes and at 5 50 was a real profit maker Twice as much would have been a small portion Wife had scallops which she said were very nice  I had kippers for a main course and it was difficult to remove the main bone strip and then I found out they were chewy and nearly cold so sent them back Several minutes later two new ones appeared looking exactly the same as the others and again I had the same difficulty removing the main bone strip and the same unappetising texture of the flesh They were almost certainly cooked beforehand and then frozen being reheated in a microwave probably They certainly weren t fresh as I am an avid kipper fan and know a decent one when I see and taste it and even thawed pre-frozen fresh kippers will do the business They need to change tack on this because the quality was very poor  Chips and courgette fritters were nicely presented and hot Wife had fish and chips which again she said was quite good  Service was good cost was reasonable but let down by a small portion of soup and a pair of not very nice kippers  Not as good as our last visit 18 months ago 
neutral, A great location in Covent Garden We ate early in the evening and the service was prompt and the staff were very friendly The food was average The chips weren t good- they were McDonalds style fries without the potato The choice of beers was really poor as well Its ok for a quick snack but that s all 
neutral, Quit smoking in January and was looking forward to experiencing all the different tastes on offer in Fuittion Blended fruit juices were good but not worth the 3 you pay for them Had a sit down lunch and as nice as the Chicken bacon and avocado sandwich was was it worth the money No sorry it wasn t especially as I had no option of a hot side and I detest Coleslaw The waiter gave me every option under the sun with regards to seasoning mayo butter etc which was understandable seeing as they offer GF and non dairy options but I d rather he asked I had any dietary first before going into his long spiel I applaud them for what they re doing but it s not for me 
neutral, Arrived just after the main Sunday lunch rush but managed to find a couple of tables to pull together You order food at the bar and were advised it may take about 40 minutes to be served OK We had starters and mostly Sunday Roasts with one Thai Green Curry for our party of 9 The food arrived quite quickly was good standard pub grub and the prices were very good No frill service but it was what it was and the staff were very pleasant Drink prices for beers and wine were quite reasonable Nice Cr€—me Brulee to follow 
neutral, Nothing offensive here with a nice menu reasonable interior and a nice small garden for those 2 weeks a year it gets used Never had a bad meal and do go back Surprised to see bad reviews 
neutral, We had a lovely meal at Yummy s the food was generally good the service attentive but not enough staff to cope with the number of customers as two people seemed to be looking after two rooms between them  Even so it was an enjoyable evening until I got the bill For what we had it seemed very expensive indeed so we won t be returning 
neutral,I was in town on a business trip and the barman at the hotel recommend this Indian restaurant I went with a colleague The place was busy and we were shown to our table by a grumpy rude waiter The menu was surprisingly cheap and had all the traditional dished My lamb bhuna was good and my colleague chicken tika was similarly good 
neutral, Views are amazing wouldn t go there for breakfast as the service is poor and it s help yourself to Starbucks type food and drink If it s cold outside be sure to wrap up as there is no heating in the viewing areas  Good for a free visit but book in advance 
neutral, This Pizza Hut isn t as hygienic as others The buffet table has food everywhere  The food is ok but still not as good but staff are very friendly 
neutral, My wife and I ate here a few years ago while travelling home I really looked forward to a post races meal last Sunday and repeating a lovely experience Our meals arrived surprisingly quickly indicating either a microwave or that we were given the same order as the couple next to us or both My steak and kidney was excessively hot with burnt pastry indicating microwave My wife s medallions of fillet had a superb sauce but the provenance of fillet was doubtful her creme brule was hot on the top and cold on the bottom  This was disappointing as the staff were pleasant and tried very hard The ambience is excellent and the availability of well kept Robinsons was appreciated I was disposed to be delighted but was disappointed 
neutral, Nothing too special I just didn t taste the authenticity of the curries  good for budget and lots of choices 
neutral, I don t really know where to start with this place I ve been in before for a light bite with family and it food was OK but came here on Friday evening and the food was pretty terrible if I m honest  I had the antipasti for a starter which was decent however one slice of Parma ham two slices salami and 3 small slices of chorizo was a little bit tight for the price It was also served with what seemed to be focaccia bread Oliver oil and balsamic dip & a few olives but it just wasn t eye catching at all I love Italian food and this just left something to be desired  Moving on to the real disaster   I ordered the T-bone steak off of the specials menu which also came with a pepper corn sauce It looked good but upon cutting into the steak I instantly knew it wasn t going to taste great The steak wasn t seasoned prior to cooking & was virtually well done just a tiny hint of pink I then found we had no pepper grinder on our table so we had to take one off an empty table The biggest let down was the pepper corn sauce The sauce it self looked ok but was almost white and I dipped a small slice of steak into it and found it to taste like nothing other than double cream with a few black peppercorns added I make peppercorn sauce at home a lot and this is not how a peppercorn sauce should be I am lucky that I didn t pour it on my meal as it would of been totally inedible  The service was good apart from two check backs within two minutes by two difference people and the setting was nice I will visit again but not sure if I ll be ordering or just coming for a drink  On a lighter note my partner did seem to have no issues and really enjoyed her food  Good effort on presentation but lacking where it counts 
neutral, Was taken here for a meeting recently and enjoyed a perfectly pleasant brunch in a simple down to earth little cafe Friendly staff a happy ambience a fairly decent coffee efficient service - I could have no complaints at all especially not after the chocolate cake I greedily took away with me The interior treads a fairly well worn path that has been rolled out countless times and the menu was a bit small but then how many choices does a man need All very pleasant and simple but effective 
neutral, Great food limited atmosphere below average staff not very friendly or attentive But food was very good and ok value for money Nice reburb 
neutral, Popped into this establishment to grab a quick bite to eat as it looked bright and welcoming from the outside with its large windows and colourful decor They have invested in good quality signage etc in an area of a town which is decidedly scruffy Ordered a very straightforward open tuna & spring onion sandwich at 4 95 and was disappointed that it came as an unremarkable single slice of brown bread with a relatively small portion of filling but an adequate separate serving of coleslaw which to be fair was fresh and ok  Either the price point for this sandwich or the portion size is completely wrong It baffles me why a sandwich lounge in this of all locations would skimp on portion size when there is little or no occasional passing trade Whilst the furniture inside is an interesting mix of retro & shabby-chic they appear to have chosen some chairs which are completely impractical for sitting on to eat  Not something I would repeat as a matter of course when I could have had a larger better sandwich for 3 less in the local bakery 
neutral, One of the most expensive burgers in the area Not that good Not that bad but nothing special  We were in a party of 12 and everyone was a bit disappointed with the food  The problem is that there is so much great options round here for this type of food  The best thing was the service though Really good  So I wont be back and would probably recommend other places if you know the area 
neutral,  The Lowndes Arms   of Whaddon in rural Buckinghamshire is a typical earthy rustic 16th century pub Rising up from a narrow village high street it gives miles of great views overlooking the surrounding rolling countryside Having passed  the arms   several times on our often scenic journey from Milton Keynes to Wendover we decided to stop for Sunday roast The recommendations we had received from a friend were well founded The roast was very good and plentiful The menu choices for a Sunday were more varied than most The host was welcoming and attentive and the service prompt The only negative was the frontage which gives the impression of dowdiness due to its age However we were glad we stopped and we will be stopping again   
neutral, Went to a wedding the buffet was good for the budget but the chicken drumsticks werent cooked properly and the toilets decor was old toilets were cooked till temp cooked until 
neutral, As one of my earlier reviews will attest I am big fan of the Edinburgh restaurant of this chain This one unfortunately was not as good In clich€÷d footballing terms it was a meal of two halves  When we arrived we were informed that there had been a power cut in the kitchen and they were working on getting it fixed We were fine with this and happily retreated to the bar for cocktails whilst the electricians did their thing  After about 20 minutes we were moved to the dining room and our lovely waitress explained that the power was back on but a couple of the dishes would not be available Again this was not a problem We ordered the meat plank for three a selection of artisan bread and then all of us ordered pasta dishes for our mains  The antipasti plank was perfect The bread and oil was delicious Then as the plates were cleared away we were informed that we now had a new waiter He meant well but he would not leave us alone Whilst I acknowledge that it is better than being ignored this level of over attentiveness was interrupting our conversations and it became quite annoying  The pasta dishes were bland and watery which was extremely disappointing We were given a free sorbet for dessert a gold membership perk but this didn t really make up for pasta  I ll still go back to the Edinburgh restaurant but I ll probably give this one a miss in the future 
neutral, if you in the area the bar is a nice spot for a drink The restaurant menu frankly tries too hard to cover too many bases  so you can have Japanese sashimi Thai satay Spanish ham cigarettes  just for starters Lobster mac n cheese as ok  but I d say keep it simple  The grilled rib eye steak was good 
neutral, This is good value food and very much a diner and not a restaurant It has a lovely selection of desserts on show made fresh onsite 
neutral, Have visited several times before and enjoyed the location and ambience of this restaurant This time disappointed by new menu and especially the beef and ale pie which was mushy with a filling more like soup which had soaked into the pastry Other quests meals were much more acceptable Very helpful and informative staff but food took at least 45minutes to arrive from order being placed 
neutral, On first impression it is a newly built pub very well set out and comfortable  The staff in general can not do enough for you That is the good bit Lets get this straight it is a cheep pub trying to compete with Weatherspoons and it has not quite done it We have been there several times with mixed results reading other reviews I would agree serving the food really hot seems to be the main problem  So my tip would be do not go when it is really busy and it should be O K 
neutral, Went with a group of friends at the end of July  cocktails and beers were spot on but we were all a bit underwhelmed by the food  The burgers which we d gone for lacked seasoning and were pretty tasteless as was the fish kebab very watery when you bit into it  The starters ribs were v good though  I ll definitely give it another go as looking at the other reviews it seems we might have hit in on an off night 
neutral,Popped into here for a drink earlier today -- nice enough place and good company Staff were friendly and chatty but I did find out those unfortunate enough to be working on Christmas Day won t be getting anything to eat unless they pay full price for it -- Christmas Menu only on Christmas Day makes sense but you re telling me they can t even provide a free meal for their staff working on Christmas Day Please bear this in mind for next year s booking while you re enjoying your Christmas meal at the Longboat obviously run by Mr & Mrs Scrooge Longface not Longboat Nice selection of lagers btw 
neutral, We only ate here once The owner or manager was sweeping up outside and just kept going throughout our meal The food was ok tasty enough but you could make any of it yourself with a trip to the supermarket the sweeping generated dust which of course didnt make for a fantastic atmosphere Certainly not the worst place to eat in Polperro but I guess you have to pick your moment to eat around their chores not the other way round as you d assume 
neutral, All started well the waiting staff attentive and the starters were good and generous in size  As the meal progressed both the quality of the food and the service seemed to drop away Guinea hen was fine but the potato puree too sticky and stodgy for me Took a while to get the dessert & tea coffee ordered The chocolate mousse seemed to be quantity over quality which didn t seem to be the French way  but despite its size it was still consumed before the hot drinks arrived Somewhat cheeky to automatically add 12 5 service onto the bill which I didn t challenge only due to the circumstances of the evening it was my birthday - but not quite the treat hoped for  
neutral, We visited the restaurant in the early evening and found it absolutely heaving It seems to be a popular spot and the reviews here confirm this The decoration was fresh and contemporary with a relaxed atmosphere all round  Some people have pointed out its unusual location the building used to be a pub of some description and given the proximity to the motorway and the relatively few Thai restaurants in the area then it scores highly in this respect  Our food was served quickly though the staff managed to mix our order up nevertheless they resolved this without fuss The dishes were well sized and quite tasty but nothing that I haven t sampled before and certainly not good enough to justify a price of 14 for a sharing starter and 13 for a Salmon dish especially when rice and noodles were extra  I was also a little miffed to find a very average glass of white wine was nearly 6 Im no snob but neither have I forgotten the concept of value for money  Ultimately a bill of 52 for two people soured what was otherwise an enjoyable experience Perhaps that s me being old fashioned   
neutral, We like to go here normally to view the football The bar staff are very friendly and are quick to serve Prices are average Crowd can be a little bit off putting but overall I would go back 
neutral, Stopped in here for a quick glass of wine - the decor was nicely done the staff were lovely the wine was very reasonably priced  10 50 for 2 large Gavi s however the place smelled vile It smelled of a combination of grease stale beer and smoke Even after we left we still smelled it for the rest of the evening - what a shame as everything else was so good 
neutral, Had a meal there with friends in mid-September 2014 just not terribly impressed with this restaurant as the food was fairly bland but it was still quite pricey 
neutral, Wasn t as good as I d heard Pizza was very similar to a pancake Staff were very nice though I would go again to see if it is any different 
neutral,Being a Wetherspoon s pub it will always be popular but with the Tower of London close by there is a constant flow of customers 
neutral, In November we used a Groupon to go to Beachview Greek restauarant a very short amble from this place if we hadn t done that then maybe I would give 4 dots to Steki s however being so close and so similar one has to draw comparisons and Steki s comes up short   Again we used a Groupon and at Groupon prices it is very good indeed however there is no way I would eat here at standard prices The king prawn starter in tomato sauce was very good and the meatballs kef something that I had were fine Mousakka was good but little aubergine or meat mostly bechemel and only 3 potatoes 5 on online photo and the Lamb Giouvetsi although tasty was a small portion especially compared to the photo online I may sound a bit picky but it all looked a bit meagre I have only just looked at the photos so I wasn t going there with expectations if I had seen the photos first and paid full price I would have been even more aggrieved  Service was friendly and relatively swift especially given that it was only one waitress to quite a few diners Drinks are a fair price  Don t get me wrong this place is better than ok but walk a few more metres to the bottom of Preston Street and you can get a seaview slightly bigger portions and slightly lower prices  
neutral, very smart decor and overall nice interior but is a karaoke pub and very noisy relatively cheap and cheerful 
neutral,The newly refurbished Red Lion has had a new lease of life and was looking like a quintessentially English village pub on a chilly Saturday night a week before Christmas The quality of the make over has transformed a nice village pub into a quality new eatery just outside the county town  Good real ale and nicely prepared gin and tonic in balloon glasses Good selection of contemporary dishes on the menu Overall the food was good but not excellent - no sauce with the pheasant and a cold waffle showed lack of attention to detail which ultimately let down what could have been an excellent evening I hope the owners get this sorted quickly so that other clientele don t feel slightly disappointed too 
neutral,Popped in for a Ham Egg and Chips and a pint Well worth it had Cameron s Strongarm bitter on in Devon made my day Good value decent pub grub nice ham loads of chips will certainly go again Good beer good food clean toilets 
neutral,I agree with the reviewer below and am not sure why this pace would get five stars The food was mediocre at best bland at worst What s more it s quite pricy 
neutral, Went there last minute on a Saturday night with my boyfriend - I had the 2 course set menu which was good value about 13 for bruschetta & steak with was well cooked  My boyfriend however had the seafood risotto - AVOID at all costs Looked smelt & tasted like uncle Ben s rice - rice was hard & not cooked & so liquid to hold it together When we said we weren t going to pay for it the waitress grabbed the bowl off the table & marched off before banging around in the kitchen Worst risotto ever seen  Would not go back 
neutral, The food is at best cheap and cheerful boarders get ping and ding staff are helpful and friendly decor and fittings are seriously in need of a refit the locals if that what they are travellers are a rowdy bunch and it was virtually empty at 8 30 at night so their noise was amplified through pub If you only want s quick drop in when your busy meal then this place will do 
neutral,If you like a subway then you get what you expect nothing more nothing less customer service isnt the best when Ive been served  But not been in a few months so might have changed least friendly place ive been to for sandwiches I now go to other shops that are more cheery and welcoming for my sandwiches and coffee 
neutral, Met up with friends for a meal at 6 25pm on a Tuesday night Warm welcome and shown to our table and told we could choose the daytime menu or the evening menu Our server was Sydonne what a loverly bubbly helpful lady and full credit to her We chose the daytime menu and starters then fish n chips as this was a bit cheaper Starters were fine but the fish was a bit grey and batter a bit soggy chips were great Saw some fish portions going out to people who had arrived later bigger size and looked better so guess that would be the evening menu So next time I would choose the dearer menu still great value and you get what you pay for 
neutral, We had dinner with friends I had queen scallops to start which were over-cooked and served in a scallop shell on a plank of wood then had a burger as a main course which cam on a plank of wood with fries in a small bucket The burger was OK but the side salad I ordered never appeared I didn t dare have a dessert because of the risk of deforestation The sooner this fad for serving food on odd bits of wood dies out the better  I tried three of the beers with a sip of a fourth and I only liked one a special rather than one of the regular brews The rest seemed tired and lacking any depth of flavour 
neutral, Had read very good reviews about this place and so was a bit disappointed by my visit  On arriving I noticed a couple eating some enormous looking burgers which made my mind up for me Closer inspection showed they were both eating their burgers with a knife and fork I decided to give the restaurant and not the couple the benefit of the doubt  Mistake Two bites in and the bun exploded This was a shame as the filling and chips were good but I wanted a hand held treat not a pile of mush on a breadboard  Mentioned the issue to the waiter but was pretty much fobbed off and I am fairly sure my criticism will not be passed to where it needs to get to Shame 
neutral, If you love gardening and have lots of excess cash to waste this is the ideal place to go Very expensive in every area Nice place to look around though OK for a day out if you have young children But an OK experience 
neutral,OK so there s nothing much decent around SE11 for breakfast brunch afternoon tea & cakes so this certain finds the market and explains its ever busy existence Tucked away in a quiet corner a stones throw from bustling Vauxhall Coffee shop by day with a cool modern mismatch of furniture and design If you re lucky get sofa & enjoy the boardgames or books to pass the afternoon by    however getting any seat is often a game of luck itself Definitely not for the coffee addict but a huge selection of delicious teas served in teapots and quirky china Cakes look delicious  This is a favourite brunch spot however since I ve been coming here the quality of food is slipping portion sizes small yet pricey once prime butcher-quality bacon & sausages now cheap and deep fried  The service is undoubtably this place s let down - inattentive unreliable and slow  In summary a once South meets East London gem that s loosing its shine 
neutral,Good standard chippy and i ve tried a few Shuts a bit early for me but its a good place and does all the normal stuff with no fuss 
